unit,cycle,rul,health_score,health_grade,anomaly_label,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,sensor_2_norm,sensor_3_norm,sensor_4_norm,sensor_6_norm,sensor_7_norm,sensor_8_norm,sensor_9_norm,sensor_11_norm,sensor_12_norm,sensor_13_norm,sensor_14_norm,sensor_15_norm,sensor_17_norm,sensor_20_norm,sensor_21_norm,op_setting_1_norm,op_setting_2_norm
50,182,16,4.43,严重,1,-0.0047,0.0001,643.32,1588.47,1422.34,21.61,551.95,2388.16,9112.74,47.96,519.91,2388.18,8174.19,8.4997,394,38.47,23.1038,0.635542,0.379987,0.676739,1.0,0.338164,0.393939,0.408373,0.660714,0.260128,0.441176,0.383166,0.672566,0.5,0.255814,0.289423,0.229885,0.583333
50,183,15,4.16,严重,1,0.0031,-0.0001,642.67,1599.99,1419.22,21.61,552.49,2388.14,9112.22,47.98,519.6,2388.1,8182.82,8.5189,397,38.68,23.0091,0.439759,0.631131,0.624072,1.0,0.425121,0.363636,0.40604,0.672619,0.19403,0.323529,0.427702,0.746441,0.75,0.418605,0.158658,0.678161,0.416667
50,184,14,3.88,严重,1,-0.0013,-0.0004,643.24,1604.23,1425.6,21.61,551.42,2388.16,9116.44,48.01,520.38,2388.14,8178.18,8.5295,396,38.76,23.1558,0.611446,0.723567,0.731769,1.0,0.252818,0.393939,0.424975,0.690476,0.360341,0.382353,0.403757,0.787226,0.666667,0.48062,0.361226,0.425287,0.166667
50,185,13,3.6,严重,1,-0.0012,-0.0001,643.24,1605.9,1422.68,21.61,551.96,2388.19,9114.81,48.01,520.38,2388.15,8186.04,8.4699,395,38.48,23.1318,0.611446,0.759974,0.682478,1.0,0.339775,0.439394,0.417661,0.690476,0.360341,0.397059,0.444318,0.557907,0.583333,0.263566,0.328086,0.431034,0.416667
50,186,12,3.32,严重,1,-0.0003,-0.0002,643.22,1599.08,1420.48,21.61,551.71,2388.21,9114.43,48.07,520.2,2388.09,8185.13,8.5161,394,38.63,23.0817,0.605422,0.611293,0.645341,1.0,0.299517,0.469697,0.415956,0.72619,0.321962,0.308824,0.439622,0.735668,0.5,0.379845,0.258906,0.482759,0.333333
50,187,11,3.05,严重,1,0.0015,0.0002,643.85,1597.32,1418.55,21.61,552.22,2388.15,9117.37,47.93,520.25,2388.15,8184.7,8.4821,395,38.4,23.0392,0.795181,0.572923,0.612762,1.0,0.381643,0.378788,0.429148,0.642857,0.332623,0.397059,0.437403,0.604848,0.583333,0.20155,0.200221,0.586207,0.666667
50,188,10,2.77,严重,1,0.0007,-0.0005,643.59,1596.38,1423.52,21.61,551.45,2388.16,9105.3,47.98,520.15,2388.18,8185.53,8.5062,397,38.41,23.065,0.716867,0.552431,0.696658,1.0,0.257649,0.393939,0.374989,0.672619,0.311301,0.441176,0.441686,0.697576,0.75,0.209302,0.235846,0.54023,0.083333
50,189,9,2.49,严重,1,0.0018,-0.0004,643.22,1604.68,1423.37,21.61,551.48,2388.19,9119.31,48.02,519.77,2388.22,8188.29,8.4782,397,38.3,23.0607,0.605422,0.733377,0.694126,1.0,0.26248,0.439394,0.437853,0.696429,0.230277,0.5,0.455929,0.589842,0.75,0.124031,0.229909,0.603448,0.166667
50,190,8,2.22,严重,1,-0.0017,-0.0002,643.56,1605.26,1429.34,21.61,551.71,2388.18,9127.29,48.11,519.47,2388.17,8194.51,8.5261,396,38.59,23.1751,0.707831,0.746021,0.794902,1.0,0.299517,0.424242,0.473661,0.75,0.166311,0.426471,0.488028,0.774144,0.666667,0.348837,0.387876,0.402299,0.333333
50,191,7,1.94,严重,1,-0.0016,-0.0002,643.22,1605.49,1422.66,21.61,551.85,2388.14,9124.24,48.21,520.1,2388.22,8193.04,8.5208,396,38.55,23.1961,0.605422,0.751036,0.68214,1.0,0.322061,0.363636,0.459975,0.809524,0.30064,0.5,0.480442,0.753751,0.666667,0.317829,0.416874,0.408046,0.333333
50,192,6,1.66,严重,1,-0.0047,-0.0001,643.29,1600.19,1426.15,21.61,551.94,2388.17,9126.5,48.05,520.31,2388.16,8189.44,8.4568,395,38.48,23.081,0.626506,0.635492,0.741053,1.0,0.336554,0.409091,0.470116,0.714286,0.345416,0.411765,0.461864,0.507503,0.583333,0.263566,0.25794,0.229885,0.416667
50,193,5,1.39,严重,1,0.0014,-0.0002,643.95,1599.52,1425.99,21.61,551.54,2388.22,9124.44,48.15,520.06,2388.13,8191.4,8.5049,397,38.33,23.0002,0.825301,0.620885,0.738352,1.0,0.272142,0.484848,0.460872,0.77381,0.292111,0.367647,0.471979,0.692574,0.75,0.147287,0.146368,0.58046,0.333333
50,194,4,1.11,严重,1,0.0037,0.0004,643.77,1604.93,1423.51,21.61,551.41,2388.18,9128.75,48.16,519.85,2388.19,8194.2,8.5043,396,38.42,23.0543,0.771084,0.738827,0.696489,1.0,0.251208,0.424242,0.480212,0.779762,0.247335,0.455882,0.486428,0.690265,0.666667,0.217054,0.221072,0.712644,0.833333
50,195,3,0.83,严重,1,0.0019,-0.0004,643.33,1605.31,1434.87,21.61,551.25,2388.17,9134.7,48.14,519.33,2388.21,8200.9,8.5352,395,38.45,23.0191,0.638554,0.747111,0.888251,1.0,0.225443,0.409091,0.50691,0.767857,0.136461,0.485294,0.521003,0.809157,0.583333,0.24031,0.172466,0.609195,0.166667
50,196,2,0.55,严重,1,0.002,-0.0002,643.32,1602.26,1430.01,21.61,551.4,2388.19,9129.59,48.24,519.88,2388.17,8194.1,8.5034,395,38.45,23.0379,0.635542,0.680619,0.806212,1.0,0.249597,0.439394,0.483981,0.827381,0.253731,0.426471,0.485912,0.686803,0.583333,0.24031,0.198426,0.614943,0.333333
50,197,1,0.28,严重,1,-0.0026,-0.0001,643.73,1599.94,1432.87,21.61,551.18,2388.19,9132.97,48.22,519.48,2388.2,8194.64,8.5241,397,38.52,23.0832,0.759036,0.630041,0.85449,1.0,0.214171,0.439394,0.499147,0.815476,0.168443,0.470588,0.488699,0.766449,0.75,0.294574,0.260978,0.350575,0.416667
50,198,0,0.0,严重,1,0.0039,0.0001,643.83,1608.2,1433.88,21.61,552.06,2388.2,9128.91,48.01,520.0,2388.25,8200.2,8.5002,396,38.43,23.1086,0.789157,0.810116,0.87154,1.0,0.355878,0.454545,0.48093,0.690476,0.279318,0.544118,0.517391,0.67449,0.666667,0.224806,0.296051,0.724138,0.583333
51,1,212,58.73,注意,0,0.0032,-0.0003,641.83,1583.55,1408.68,21.61,553.56,2387.98,9065.98,47.25,521.79,2387.99,8149.56,8.3884,391,39.08,23.3214,0.186747,0.272727,0.446151,1.0,0.597424,0.121212,0.198555,0.238095,0.660981,0.161765,0.256064,0.244325,0.25,0.728682,0.589892,0.683908,0.25
51,2,211,58.45,注意,0,-0.0011,-0.0002,642.09,1580.84,1397.69,21.61,553.74,2387.97,9060.95,47.19,522.13,2387.98,8145.73,8.3922,391,38.83,23.3451,0.26506,0.213647,0.260635,1.0,0.626409,0.106061,0.175985,0.202381,0.733475,0.147059,0.236299,0.258946,0.25,0.534884,0.622618,0.436782,0.333333
51,3,210,58.17,注意,0,0.0008,-0.0004,642.49,1591.56,1398.4,21.6,553.8,2387.98,9064.23,47.06,522.27,2388.0,8142.38,8.4018,392,39.18,23.3495,0.385542,0.447351,0.27262,0.0,0.636071,0.121212,0.190703,0.125,0.763326,0.176471,0.219011,0.295883,0.333333,0.806202,0.628694,0.545977,0.166667
51,4,209,57.89,注意,0,-0.001,-0.0,642.42,1573.22,1397.74,21.61,554.93,2388.07,9072.7,47.19,522.71,2387.99,8148.23,8.39,393,38.89,23.4847,0.364458,0.047526,0.261479,1.0,0.818035,0.257576,0.228709,0.202381,0.857143,0.161765,0.2492,0.250481,0.416667,0.581395,0.815382,0.442529,0.5
51,5,208,57.62,注意,0,0.0024,0.0003,642.08,1587.52,1388.02,21.61,553.9,2387.99,9062.93,47.25,522.14,2388.02,8147.25,8.4024,391,39.05,23.4072,0.262048,0.359276,0.0974,1.0,0.652174,0.136364,0.184869,0.238095,0.735608,0.205882,0.244143,0.298192,0.25,0.705426,0.708368,0.637931,0.75
51,6,207,57.34,注意,0,0.0009,-0.0003,642.36,1588.81,1413.03,21.61,553.71,2388.0,9066.39,47.07,521.99,2387.98,8145.04,8.3998,389,39.25,23.4322,0.346386,0.387399,0.519581,1.0,0.621578,0.151515,0.200395,0.130952,0.703625,0.147059,0.232738,0.288188,0.083333,0.860465,0.742889,0.551724,0.25
51,7,206,57.06,注意,0,-0.0032,0.0003,642.59,1586.67,1397.9,21.61,554.3,2387.96,9065.31,47.35,522.66,2388.0,8150.71,8.402,390,38.95,23.4541,0.415663,0.340746,0.26418,1.0,0.716586,0.090909,0.195549,0.297619,0.846482,0.176471,0.261998,0.296653,0.166667,0.627907,0.773129,0.316092,0.75
51,8,205,56.79,注意,0,0.0007,0.0002,642.13,1585.18,1389.85,21.61,554.97,2388.01,9070.65,47.23,522.84,2388.01,8148.9,8.3824,390,39.14,23.3908,0.277108,0.308262,0.128292,1.0,0.824477,0.166667,0.21951,0.22619,0.884861,0.191176,0.252658,0.221239,0.166667,0.775194,0.685722,0.54023,0.666667
51,9,204,56.51,注意,0,-0.0002,-0.0003,641.92,1581.31,1391.19,21.61,553.82,2388.04,9070.01,47.22,522.91,2387.98,8146.25,8.3882,393,39.1,23.4177,0.213855,0.223894,0.150912,1.0,0.639291,0.212121,0.216638,0.220238,0.899787,0.147059,0.238982,0.243555,0.416667,0.744186,0.722867,0.488506,0.25
51,10,203,56.23,注意,0,0.0044,-0.0003,641.95,1579.59,1395.93,21.61,554.78,2387.99,9061.13,47.13,522.07,2387.98,8152.59,8.3868,392,39.04,23.4171,0.222892,0.186396,0.230925,1.0,0.793881,0.136364,0.176793,0.166667,0.720682,0.147059,0.2717,0.238169,0.333333,0.697674,0.722038,0.752874,0.25
51,11,202,55.96,注意,0,0.0032,0.0,641.99,1585.7,1393.19,21.61,553.77,2387.97,9068.79,47.34,522.38,2388.02,8150.89,8.4186,392,38.92,23.4027,0.23494,0.319599,0.184673,1.0,0.63124,0.106061,0.211164,0.291667,0.78678,0.205882,0.262927,0.360523,0.333333,0.604651,0.702154,0.683908,0.5
51,12,201,55.68,注意,0,0.0005,0.0004,642.21,1583.55,1389.2,21.61,554.52,2387.99,9065.9,47.15,522.05,2388.06,8144.55,8.4291,391,39.1,23.3517,0.301205,0.272727,0.117319,1.0,0.752013,0.136364,0.198196,0.178571,0.716418,0.264706,0.23021,0.400923,0.25,0.744186,0.631732,0.528736,0.833333
51,13,200,55.4,注意,0,-0.0029,0.0005,641.58,1587.14,1396.97,21.61,554.59,2388.03,9071.65,47.24,522.49,2388.04,8145.81,8.3808,392,39.08,23.4121,0.111446,0.350992,0.248481,1.0,0.763285,0.19697,0.223997,0.232143,0.810235,0.235294,0.236712,0.215083,0.333333,0.728682,0.715134,0.333333,0.916667
51,14,199,55.12,注意,0,-0.002,-0.0005,642.45,1579.21,1403.43,21.61,554.42,2388.03,9061.97,47.18,523.01,2387.99,8144.39,8.4423,392,38.99,23.4162,0.373494,0.178112,0.357529,1.0,0.73591,0.19697,0.180562,0.196429,0.921109,0.161765,0.229384,0.451712,0.333333,0.658915,0.720795,0.385057,0.083333
51,15,198,54.85,注意,0,-0.0001,-0.0001,642.06,1584.57,1396.03,21.61,553.91,2388.03,9060.32,47.27,522.01,2388.0,8147.09,8.4001,392,38.9,23.4238,0.256024,0.294964,0.232613,1.0,0.653784,0.19697,0.173158,0.25,0.707889,0.176471,0.243317,0.289342,0.333333,0.589147,0.73129,0.494253,0.416667
51,16,197,54.57,注意,0,0.0001,-0.0002,641.76,1587.33,1397.08,21.61,554.2,2388.02,9071.14,47.3,522.29,2388.03,8144.6,8.4088,392,39.12,23.3354,0.165663,0.355134,0.250338,1.0,0.700483,0.181818,0.221709,0.267857,0.767591,0.220588,0.230468,0.322816,0.333333,0.75969,0.609224,0.505747,0.333333
51,17,196,54.29,注意,0,-0.0017,-0.0002,642.11,1578.84,1396.02,21.61,554.76,2387.99,9068.06,47.04,521.96,2388.03,8151.42,8.3953,391,38.87,23.4162,0.271084,0.170046,0.232444,1.0,0.79066,0.136364,0.207888,0.113095,0.697228,0.220588,0.265662,0.270873,0.25,0.565891,0.720795,0.402299,0.333333
51,18,195,54.02,注意,0,-0.0031,0.0003,642.5,1585.74,1390.17,21.61,554.52,2388.01,9065.7,47.17,522.27,2387.96,8141.5,8.4231,392,39.1,23.3507,0.388554,0.320471,0.133693,1.0,0.752013,0.166667,0.197299,0.190476,0.763326,0.117647,0.21447,0.377838,0.333333,0.744186,0.630351,0.321839,0.75
51,19,194,53.74,注意,0,-0.002,0.0004,641.54,1586.4,1400.69,21.61,554.69,2388.02,9064.79,47.24,522.27,2388.0,8138.56,8.3937,391,38.82,23.4286,0.099398,0.334859,0.311276,1.0,0.779388,0.181818,0.193215,0.232143,0.763326,0.176471,0.199298,0.264717,0.25,0.527132,0.737918,0.385057,0.833333
51,20,193,53.46,注意,0,-0.0002,0.0003,642.5,1590.56,1399.39,21.61,554.25,2388.03,9058.19,47.41,522.69,2388.04,8150.28,8.4209,392,39.04,23.2901,0.388554,0.42555,0.289332,1.0,0.708535,0.19697,0.1636,0.333333,0.852878,0.235294,0.259779,0.369373,0.333333,0.697674,0.546672,0.488506,0.75
51,21,192,53.19,注意,0,0.0051,0.0003,642.07,1581.87,1398.51,21.61,554.34,2387.99,9064.35,47.09,522.15,2387.94,8149.93,8.3907,392,38.99,23.2898,0.259036,0.236102,0.274477,1.0,0.723027,0.136364,0.191241,0.142857,0.73774,0.088235,0.257973,0.253174,0.333333,0.658915,0.546258,0.793103,0.75
51,22,191,52.91,注意,0,-0.0026,0.0001,642.19,1577.01,1402.11,21.61,555.04,2387.98,9062.26,47.18,522.69,2387.99,8147.21,8.361,392,38.95,23.4309,0.295181,0.13015,0.335246,1.0,0.835749,0.121212,0.181863,0.196429,0.852878,0.161765,0.243936,0.1389,0.333333,0.627907,0.741094,0.350575,0.583333
51,23,190,52.63,注意,0,-0.0022,-0.0005,642.38,1584.38,1395.99,21.61,554.79,2388.01,9065.78,47.39,522.6,2388.01,8143.61,8.415,392,39.06,23.3853,0.35241,0.290822,0.231938,1.0,0.795491,0.166667,0.197658,0.321429,0.833689,0.191176,0.225359,0.346672,0.333333,0.713178,0.678128,0.373563,0.083333
51,24,189,52.35,注意,0,0.0006,-0.0001,642.0,1583.36,1399.28,21.61,554.48,2388.01,9063.45,47.29,522.21,2388.02,8150.43,8.4044,391,38.9,23.3236,0.237952,0.268585,0.287475,1.0,0.745572,0.166667,0.187203,0.261905,0.750533,0.205882,0.260553,0.305887,0.25,0.589147,0.59293,0.534483,0.416667
51,25,188,52.08,注意,0,0.0004,-0.0005,641.87,1587.45,1398.14,21.61,555.07,2388.08,9057.63,47.16,522.59,2387.96,8146.1,8.3719,392,39.02,23.3845,0.198795,0.35775,0.268231,1.0,0.84058,0.272727,0.161088,0.184524,0.831557,0.117647,0.238208,0.180839,0.333333,0.682171,0.677023,0.522989,0.083333
51,26,187,51.8,注意,0,-0.0034,0.0003,641.97,1586.1,1397.02,21.61,554.29,2388.03,9069.78,46.97,522.18,2387.98,8152.07,8.3953,394,39.04,23.3796,0.228916,0.328319,0.249325,1.0,0.714976,0.19697,0.215606,0.071429,0.744136,0.147059,0.269016,0.270873,0.5,0.697674,0.670257,0.304598,0.75
51,27,186,51.52,注意,0,-0.0016,-0.0005,642.43,1587.92,1397.9,21.61,554.5,2388.01,9065.78,47.25,522.21,2388.01,8152.2,8.3918,393,39.05,23.4449,0.36747,0.367997,0.26418,1.0,0.748792,0.166667,0.197658,0.238095,0.750533,0.191176,0.269687,0.257407,0.416667,0.705426,0.760425,0.408046,0.083333
51,28,185,51.25,注意,0,-0.0007,-0.0004,642.21,1580.72,1394.09,21.61,553.34,2387.99,9066.77,47.21,522.67,2388.03,8144.06,8.3837,392,39.08,23.3686,0.301205,0.211031,0.199865,1.0,0.561997,0.136364,0.2021,0.214286,0.848614,0.220588,0.227681,0.226241,0.333333,0.728682,0.655068,0.45977,0.166667
51,29,184,50.97,注意,0,-0.0013,-0.0001,642.0,1589.57,1395.6,21.61,554.25,2388.0,9069.51,47.23,522.35,2388.03,8145.93,8.3822,392,39.02,23.4774,0.237952,0.403968,0.225354,1.0,0.708535,0.151515,0.214395,0.22619,0.780384,0.220588,0.237331,0.220469,0.333333,0.682171,0.805302,0.425287,0.416667
51,30,183,50.69,注意,0,0.0006,0.0001,642.44,1583.31,1397.49,21.61,554.14,2387.97,9064.15,47.12,522.53,2387.97,8148.14,8.4299,392,38.98,23.3854,0.370482,0.267495,0.257259,1.0,0.690821,0.106061,0.190344,0.160714,0.818763,0.132353,0.248736,0.404002,0.333333,0.651163,0.678266,0.534483,0.583333
51,31,182,50.42,注意,0,-0.0026,-0.0002,642.57,1589.98,1394.81,21.61,553.31,2388.01,9069.88,47.06,522.6,2388.03,8155.46,8.3994,392,39.02,23.3859,0.409639,0.412906,0.212019,1.0,0.557166,0.166667,0.216055,0.125,0.833689,0.220588,0.28651,0.286649,0.333333,0.682171,0.678956,0.350575,0.333333
51,32,181,50.14,注意,0,0.0007,0.0004,641.9,1588.91,1402.73,21.61,553.6,2388.03,9069.05,47.15,521.96,2388.07,8146.25,8.4454,391,39.01,23.3623,0.207831,0.389579,0.345712,1.0,0.603865,0.19697,0.212331,0.178571,0.697228,0.279412,0.238982,0.46364,0.25,0.674419,0.646368,0.54023,0.833333
51,33,180,49.86,预警,0,-0.001,0.0001,642.38,1580.28,1402.87,21.61,555.11,2388.0,9071.64,47.18,522.39,2388.07,8148.43,8.4054,392,38.9,23.4073,0.35241,0.201439,0.348076,1.0,0.847021,0.151515,0.223952,0.196429,0.788913,0.279412,0.250232,0.309735,0.333333,0.589147,0.708506,0.442529,0.583333
51,34,179,49.58,预警,0,0.0006,0.0004,642.04,1580.13,1394.64,21.61,554.38,2387.98,9069.82,47.1,522.87,2388.01,8154.57,8.4032,392,38.93,23.4866,0.25,0.198169,0.209149,1.0,0.729469,0.121212,0.215786,0.14881,0.891258,0.191176,0.281918,0.30127,0.333333,0.612403,0.818006,0.534483,0.833333
51,35,178,49.31,预警,0,-0.001,0.0003,642.07,1584.53,1403.04,21.61,554.02,2388.01,9065.98,47.15,522.16,2388.04,8146.52,8.3551,393,39.14,23.3543,0.259036,0.294092,0.350945,1.0,0.671498,0.166667,0.198555,0.178571,0.739872,0.235294,0.240376,0.116199,0.416667,0.775194,0.635322,0.442529,0.75
51,36,177,49.03,预警,0,-0.0002,0.0,642.27,1585.42,1400.76,21.61,554.63,2387.97,9065.16,47.08,521.8,2388.01,8151.69,8.4338,392,39.08,23.4072,0.319277,0.313495,0.312458,1.0,0.769726,0.106061,0.194876,0.136905,0.663113,0.191176,0.267055,0.419007,0.333333,0.728682,0.708368,0.488506,0.5
51,37,176,48.75,预警,0,-0.0062,0.0004,642.31,1578.13,1400.38,21.61,553.93,2387.98,9066.67,47.35,522.41,2388.04,8144.68,8.4037,393,39.0,23.4549,0.331325,0.154567,0.306043,1.0,0.657005,0.121212,0.201651,0.297619,0.793177,0.235294,0.23088,0.303194,0.416667,0.666667,0.774234,0.143678,0.833333
51,38,175,48.48,预警,0,-0.0032,-0.0005,642.53,1578.81,1397.83,21.61,554.25,2387.98,9068.23,47.04,522.25,2388.04,8141.69,8.3871,391,39.12,23.413,0.39759,0.169392,0.262998,1.0,0.708535,0.121212,0.208651,0.113095,0.759062,0.235294,0.215451,0.239323,0.25,0.75969,0.716377,0.316092,0.083333
51,39,174,48.2,预警,0,-0.0012,-0.0003,642.27,1578.65,1399.7,21.61,554.13,2388.01,9060.11,47.12,522.61,2388.02,8143.77,8.4055,391,38.94,23.4417,0.319277,0.165904,0.294564,1.0,0.689211,0.166667,0.172216,0.160714,0.835821,0.205882,0.226184,0.310119,0.25,0.620155,0.756007,0.431034,0.25
51,40,173,47.92,预警,0,0.0005,-0.0001,642.3,1587.11,1401.09,21.61,554.72,2388.0,9066.2,47.14,522.41,2388.01,8145.1,8.4084,394,39.02,23.5103,0.328313,0.350338,0.318028,1.0,0.784219,0.151515,0.199542,0.172619,0.793177,0.191176,0.233048,0.321277,0.5,0.682171,0.850732,0.528736,0.416667
51,41,172,47.65,预警,0,0.0027,0.0003,642.37,1589.88,1402.95,21.61,554.98,2388.06,9070.69,47.25,522.22,2387.96,8155.59,8.4242,392,38.92,23.3851,0.349398,0.410726,0.349426,1.0,0.826087,0.242424,0.219689,0.238095,0.752665,0.117647,0.287181,0.38207,0.333333,0.604651,0.677851,0.655172,0.75
51,42,171,47.37,预警,0,-0.0018,0.0001,641.77,1583.89,1406.52,21.61,554.55,2388.03,9066.26,47.1,522.35,2387.99,8145.62,8.3691,391,39.09,23.4411,0.168675,0.28014,0.409689,1.0,0.756844,0.19697,0.199812,0.14881,0.780384,0.161765,0.235731,0.170065,0.25,0.736434,0.755178,0.396552,0.583333
51,43,170,47.09,预警,0,-0.0023,-0.0004,641.75,1590.87,1390.27,21.6,555.22,2388.01,9065.07,47.05,522.86,2387.99,8146.23,8.4266,391,39.06,23.3238,0.162651,0.432309,0.135381,0.0,0.864734,0.166667,0.194472,0.119048,0.889126,0.161765,0.238879,0.391304,0.25,0.713178,0.593206,0.367816,0.166667
51,44,169,46.81,预警,0,-0.002,0.0002,642.35,1579.96,1401.64,21.6,554.09,2388.02,9073.44,47.13,522.38,2388.01,8151.05,8.4022,392,39.1,23.3925,0.343373,0.194463,0.327313,0.0,0.68277,0.181818,0.232029,0.166667,0.78678,0.191176,0.263753,0.297422,0.333333,0.744186,0.68807,0.385057,0.666667
51,45,168,46.54,预警,0,-0.0009,0.0004,642.3,1585.72,1407.09,21.61,554.14,2388.0,9063.8,47.25,522.2,2388.0,8139.54,8.3736,393,38.97,23.3901,0.328313,0.320035,0.419311,1.0,0.690821,0.151515,0.188773,0.238095,0.748401,0.176471,0.204355,0.18738,0.416667,0.643411,0.684756,0.448276,0.833333
51,46,167,46.26,预警,0,-0.002,0.0004,642.59,1580.8,1393.9,21.61,554.99,2388.02,9071.14,47.11,522.11,2387.95,8149.89,8.4039,391,39.16,23.3419,0.415663,0.212775,0.196658,1.0,0.827697,0.181818,0.221709,0.154762,0.729211,0.102941,0.257767,0.303963,0.25,0.790698,0.618199,0.385057,0.833333
51,47,166,45.98,预警,0,0.0012,-0.0005,641.89,1584.02,1394.6,21.6,555.0,2388.05,9063.82,47.35,522.46,2388.05,8145.38,8.4086,393,39.11,23.4013,0.204819,0.282974,0.208474,0.0,0.829308,0.227273,0.188863,0.297619,0.803838,0.25,0.234493,0.322047,0.416667,0.751938,0.700221,0.568966,0.083333
51,48,165,45.71,预警,0,0.0035,0.0002,641.94,1590.27,1396.94,21.61,554.11,2387.99,9068.28,47.26,522.11,2387.96,8146.86,8.3985,392,38.84,23.547,0.21988,0.419228,0.247974,1.0,0.68599,0.136364,0.208876,0.244048,0.729211,0.117647,0.24213,0.283186,0.333333,0.542636,0.901408,0.701149,0.666667
51,49,164,45.43,预警,0,-0.0004,-0.0005,641.65,1583.44,1397.07,21.61,554.18,2387.95,9068.79,47.21,522.09,2388.05,8149.32,8.4013,393,39.07,23.3951,0.13253,0.270329,0.250169,1.0,0.697262,0.075758,0.211164,0.214286,0.724947,0.25,0.254825,0.293959,0.416667,0.72093,0.69166,0.477011,0.083333
51,50,163,45.15,预警,0,-0.0015,0.0001,642.14,1583.81,1403.18,21.61,554.37,2388.06,9065.88,47.48,522.39,2387.97,8148.73,8.4097,391,39.02,23.4311,0.28012,0.278395,0.353309,1.0,0.727858,0.242424,0.198106,0.375,0.788913,0.132353,0.25178,0.326279,0.25,0.682171,0.74137,0.413793,0.583333
51,51,162,44.88,预警,0,0.0011,-0.0002,641.9,1585.3,1394.31,21.61,553.75,2387.95,9061.92,47.43,522.5,2387.99,8150.99,8.3889,392,39.14,23.4143,0.207831,0.310879,0.203579,1.0,0.628019,0.075758,0.180337,0.345238,0.812367,0.161765,0.263443,0.246249,0.333333,0.775194,0.718172,0.563218,0.333333
51,52,161,44.6,预警,0,-0.0002,0.0002,641.7,1579.66,1396.44,21.6,554.61,2387.98,9066.09,47.29,522.51,2387.94,8144.85,8.3845,392,39.1,23.4208,0.14759,0.187922,0.239534,0.0,0.766506,0.121212,0.199049,0.261905,0.814499,0.088235,0.231758,0.229319,0.333333,0.744186,0.727147,0.488506,0.666667
51,53,160,44.32,预警,0,-0.0045,-0.0,642.38,1583.5,1401.44,21.61,554.73,2388.0,9064.94,47.34,522.26,2388.01,8153.14,8.3947,391,39.03,23.3348,0.35241,0.271637,0.323937,1.0,0.785829,0.151515,0.193889,0.291667,0.761194,0.191176,0.274538,0.268565,0.25,0.689922,0.608395,0.241379,0.5
51,54,159,44.04,预警,0,-0.0008,-0.0004,642.14,1580.92,1392.3,21.61,554.15,2387.98,9071.38,47.23,522.8,2388.03,8149.07,8.435,392,39.13,23.3836,0.28012,0.215391,0.169649,1.0,0.692432,0.121212,0.222786,0.22619,0.876333,0.220588,0.253535,0.423624,0.333333,0.767442,0.67578,0.454023,0.166667
51,55,158,43.77,预警,0,0.0038,-0.0,642.36,1584.86,1393.78,21.61,555.01,2388.0,9067.56,47.36,522.33,2388.0,8152.04,8.4292,390,38.98,23.42,0.346386,0.301286,0.194632,1.0,0.830918,0.151515,0.205645,0.303571,0.776119,0.176471,0.268862,0.401308,0.166667,0.651163,0.726043,0.718391,0.5
51,56,157,43.49,预警,0,0.0001,-0.0002,642.24,1581.96,1401.09,21.61,553.81,2388.02,9070.96,47.09,522.4,2388.05,8146.05,8.3923,390,38.99,23.3662,0.310241,0.238064,0.318028,1.0,0.637681,0.181818,0.220901,0.142857,0.791045,0.25,0.23795,0.259331,0.166667,0.658915,0.651754,0.505747,0.333333
51,57,156,43.21,预警,0,-0.0006,-0.0004,642.48,1585.54,1397.4,21.61,554.06,2388.05,9064.91,47.05,521.74,2388.0,8149.0,8.4277,391,39.15,23.4264,0.38253,0.316111,0.255739,1.0,0.677939,0.227273,0.193754,0.119048,0.65032,0.176471,0.253174,0.395537,0.25,0.782946,0.73488,0.465517,0.166667
51,58,155,42.94,预警,0,0.0007,-0.0002,642.25,1574.28,1403.2,21.61,554.46,2388.01,9068.53,47.15,522.15,2388.0,8155.35,8.43,390,39.09,23.4685,0.313253,0.070634,0.353646,1.0,0.742351,0.166667,0.209997,0.178571,0.73774,0.176471,0.285943,0.404386,0.166667,0.736434,0.793013,0.54023,0.333333
51,59,154,42.66,预警,0,-0.0,-0.0002,642.36,1580.13,1395.36,21.61,553.99,2387.97,9070.55,47.25,522.34,2387.97,8148.22,8.394,392,38.97,23.3901,0.346386,0.198169,0.221303,1.0,0.666667,0.106061,0.219061,0.238095,0.778252,0.132353,0.249149,0.265871,0.333333,0.643411,0.684756,0.5,0.333333
51,60,153,42.38,预警,0,0.0,-0.0003,642.17,1585.85,1396.7,21.61,554.65,2388.04,9065.17,47.46,522.29,2388.01,8147.36,8.4162,392,38.97,23.5202,0.289157,0.322869,0.243923,1.0,0.772947,0.212121,0.194921,0.363095,0.767591,0.191176,0.24471,0.351289,0.333333,0.643411,0.864402,0.5,0.25
51,61,152,42.11,预警,0,-0.0044,-0.0,642.4,1588.12,1394.9,21.61,554.05,2387.97,9064.09,47.4,522.08,2387.98,8152.84,8.4289,392,39.02,23.3826,0.358434,0.372357,0.213538,1.0,0.676329,0.106061,0.190074,0.327381,0.722814,0.147059,0.27299,0.400154,0.333333,0.682171,0.674399,0.247126,0.5
